book,chapter,scene,paragraph,line,page,speaker,addressee,person,org,place,language,aloud,format,words
1,2,14,59,2,20,#Major,#Carlyle,NA,NA,NA,en-en,TRUE,novel,40
1,2,14,60,1,20,#Carlyle,#Bridger,#Bridger,NA,NA,en-en,TRUE,novel,2
1,2,14,62,1,20,#Thisbe,#Carlyle,#Carlyle,NA,NA,en-en,TRUE,novel,5
1,2,14,62,2,20,#Thisbe,#Mycroft,#Carlyle,NA,NA,en-en,TRUE,novel,3
1,2,14,62,3,20,#Mycroft,#reader,#Bridger,NA,NA,en-en,FALSE,novel,8
1,2,14,63,1,20,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,63,2,20,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,9
1,2,14,64,1,20,#Thisbe,#Carlyle,NA,NA,NA,en-en,TRUE,novel,17
1,2,14,65,1,20,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,1
1,2,14,66,1,20,#Thisbe,#Carlyle,NA,NA,NA,en-en,TRUE,novel,9
1,2,14,67,1,20,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,16
1,2,14,68,1,21,#Thisbe,#Carlyle,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,68,2,21,#Thisbe,#Carlyle,#Bridger,NA,NA,en-en,TRUE,novel,25
1,2,14,69,1,21,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,13
1,2,14,71,1,21,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,4
1,2,14,71,2,21,#Carlyle,#Thisbe,NA,#Conclave,NA,en-en,TRUE,novel,39
1,2,14,71,2,21,#Carlyle,#Thisbe,NA,#SWBH,NA,en-en,TRUE,novel,39
1,2,14,72,1,21,#Thisbe,#Carlyle,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,73,1,21,#Carlyle,#Thisbe,NA,#Conclave,NA,en-en,TRUE,novel,14
1,2,14,74,1,21,#Thisbe,#Carlyle,#Bridger,NA,NA,en-en,TRUE,novel,12
1,2,14,75,1,21,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,76,1,21,#Mycroft,#Carlyle,NA,NA,NA,en-en,TRUE,novel,1
1,2,14,77,1,21,#Carlyle,#Mycroft,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,77,1,21,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,78,1,21,#Mycroft,#Carlyle,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,79,1,21,#Carlyle,#Mycroft,NA,NA,NA,en-en,TRUE,novel,3
1,2,14,79,1,21,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,3
1,2,14,79,2,21,#Carlyle,#Mycroft,NA,NA,NA,en-en,TRUE,novel,36
1,2,14,79,2,21,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,36
1,2,14,80,1,21,#Mycroft,#Carlyle,NA,NA,NA,en-en,TRUE,novel,7
1,2,14,81,1,21,#Carlyle,#Mycroft,NA,NA,NA,en-en,TRUE,novel,1
1,2,14,81,2,22,#Carlyle,#Mycroft,NA,NA,NA,en-en,TRUE,novel,8
1,2,14,83,1,22,#Thisbe,#Bridger,#Bridger,NA,NA,en-en,TRUE,novel,13
1,2,14,83,1,22,#Thisbe,#Bridger,#Carlyle,NA,NA,en-en,TRUE,novel,13
1,2,14,84,1,22,#Bridger,#Thisbe,#Pointer,NA,NA,en-en,TRUE,novel,2
1,2,14,85,1,22,#Mycroft,#Bridger,NA,NA,NA,en-en,TRUE,novel,7
1,2,14,85,2,22,#Mycroft,#Bridger,NA,NA,NA,en-en,TRUE,novel,6
1,2,14,86,1,22,#Bridger,#Mycroft,NA,NA,NA,en-en,TRUE,novel,3
1,2,14,86,2,22,#Bridger,#Mycroft,NA,NA,NA,en-en,TRUE,novel,16
1,2,14,87,1,22,#Mycroft,#Bridger,#Carlyle,NA,NA,en-en,TRUE,novel,43
1,2,14,88,1,22,#Bridger,#Carlyle,#Pointer,NA,NA,en-en,TRUE,novel,74
1,2,14,89,1,23,#Carlyle,#Bridger,NA,NA,NA,en-en,TRUE,novel,4
1,2,14,89,2,23,#Carlyle,#Bridger,#Pointer,NA,NA,en-en,TRUE,novel,39
1,2,14,90,1,23,#Mycroft,#reader,#reader,NA,NA,en-en,FALSE,novel,23
1,2,14,91,1,23,#Bridger,#Carlyle,#Pointer,NA,NA,en-en,TRUE,novel,7
1,2,14,91,2,23,#Bridger,#Carlyle,NA,NA,NA,en-en,TRUE,novel,9
1,2,14,92,1,23,#Carlyle,#Bridger,NA,NA,NA,en-en,TRUE,novel,7
1,2,14,93,1,23,#Bridger,#Carlyle,NA,NA,NA,en-en,TRUE,novel,10
1,2,14,94,1,23,#Carlyle,#Bridger,#Pointer,NA,NA,en-en,TRUE,novel,57
1,2,14,95,1,23,#Bridger,#Carlyle,NA,NA,#Hades,en-en,TRUE,novel,21
1,2,14,95,1,23,#Bridger,#Carlyle,NA,NA,Heaven,en-en,TRUE,novel,21
1,2,14,96,1,23,#Carlyle,#Bridger,NA,NA,NA,en-en,TRUE,novel,10
1,2,14,97,1,23,#Bridger,#Carlyle,#Pointer,NA,NA,en-en,TRUE,novel,51
1,2,14,99,1,23,#Mycroft,#reader,#reader,NA,#Troy,en-en,FALSE,novel,373
1,2,14,99,1,23,#Mycroft,#reader,#Hecuba,NA,#Troy,en-en,FALSE,novel,373
1,2,14,99,1,23,#Mycroft,#reader,#Menelaus,NA,#Troy,en-en,FALSE,novel,373
1,2,14,99,1,23,#Mycroft,#reader,#Ajax,NA,#Troy,en-en,FALSE,novel,373
1,2,14,99,1,23,#Mycroft,#reader,#Thersites,NA,#Troy,en-en,FALSE,novel,373
1,2,14,99,1,23,#Mycroft,#reader,#ThomasCarlyle,NA,#Troy,en-en,FALSE,novel,373
1,2,14,100,1,24,#Thisbe,#Mycroft,NA,NA,NA,en-en,TRUE,novel,1
1,2,14,101,1,24,#Mycroft,#Thisbe,NA,NA,NA,en-en,TRUE,novel,1
1,2,14,101,2,24,#Mycroft,#Thisbe,#Bridger,NA,NA,en-en,TRUE,novel,4
1,2,14,101,3,24,#Mycroft,#Bridger,#Bridger,NA,NA,en-en,TRUE,novel,6
1,2,14,101,4,24,#Mycroft,#Bridger,#Carlyle,NA,NA,en-en,TRUE,novel,26
1,2,14,101,4,24,#Mycroft,#Bridger,#Mommadoll,NA,NA,en-en,TRUE,novel,26
1,2,14,101,4,24,#Mycroft,#Bridger,#Pointer,NA,NA,en-en,TRUE,novel,26
1,2,14,102,1,24,#Bridger,#Mycroft,NA,NA,NA,en-en,TRUE,novel,1
1,2,14,103,1,24,#Mycroft,#Bridger,#Pointer,NA,NA,en-en,TRUE,novel,19
1,2,14,104,1,24,#Bridger,#Mycroft,NA,NA,#Hell,en-en,TRUE,novel,9
1,2,14,106,1,24,#Major,#Bridger,#Pointer,NA,NA,en-en,TRUE,novel,15
1,2,14,106,1,24,#Major,#Bridger,#Bridger,NA,NA,en-en,TRUE,novel,15
1,2,14,108,1,24,#Mycroft,#Bridger,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,109,1,25,#Bridger,#Mycroft,NA,NA,NA,en-en,TRUE,novel,3
1,2,14,110,1,25,#Mycroft,#Bridger,NA,NA,NA,en-en,TRUE,novel,7
1,2,14,110,2,25,#Mycroft,#Bridger,#Carlyle,NA,NA,en-en,TRUE,novel,6
1,2,14,111,1,25,#Carlyle,#Mycroft,NA,NA,NA,en-en,TRUE,novel,1
1,2,14,113,1,25,#Bridger,#Major,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,1,25,#Bridger,#Aimer,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,1,25,#Bridger,#Crawler,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,1,25,#Bridger,#Croucher,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,1,25,#Bridger,#Looker,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,1,25,#Bridger,#Medic,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,1,25,#Bridger,#Nogun,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,1,25,#Bridger,#Nostand,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,1,25,#Bridger,#StanderG,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,1,25,#Bridger,#StanderY,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,2,25,#Bridger,#Major,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,2,25,#Bridger,#Aimer,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,2,25,#Bridger,#Crawler,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,2,25,#Bridger,#Croucher,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,2,25,#Bridger,#Looker,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,2,25,#Bridger,#Medic,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,2,25,#Bridger,#Nogun,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,2,25,#Bridger,#Nostand,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,2,25,#Bridger,#StanderG,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,113,2,25,#Bridger,#StanderY,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,115,1,25,#Bridger,#Mycroft,#Pointer,NA,NA,en-en,TRUE,novel,4
1,2,14,116,1,25,#Thisbe,#Bridger,#Pointer,NA,NA,en-en,TRUE,novel,5
1,2,14,116,2,25,#Thisbe,#Bridger,#Mommadoll,NA,NA,en-en,TRUE,novel,13
1,2,14,117,1,25,#Bridger,#Thisbe,NA,NA,NA,en-en,TRUE,novel,1
1,2,14,118,1,25,#Bridger,#Thisbe,#Mycroft,NA,NA,en-en,TRUE,novel,3
1,2,14,119,1,25,#Thisbe,#Bridger,#Mycroft,NA,NA,en-en,TRUE,novel,19
1,2,14,120,1,25,#Bridger,#Thisbe,NA,NA,NA,en-en,TRUE,novel,2
1,2,14,121,1,25,#Major,#Bridger,#Bridger,NA,NA,en-en,TRUE,novel,4
1,2,14,121,2,25,#Major,#Carlyle,#Carlyle,NA,NA,en-en,TRUE,novel,2
1,2,14,122,1,25,#Carlyle,#Major,NA,NA,NA,en-en,TRUE,novel,1
1,2,14,123,1,25,#Major,#Carlyle,NA,NA,NA,en-en,TRUE,novel,17
1,2,14,123,2,25,#Major,#Carlyle,#Bridger,NA,NA,en-en,TRUE,novel,40
1,2,14,124,1,26,#Carlyle,#Major,NA,NA,NA,en-en,TRUE,novel,8
1,2,14,125,1,26,#Major,#Carlyle,#Carlyle,NA,NA,en-en,TRUE,novel,38
1,2,14,127,1,26,#Thisbe,#Major,#Major,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Major,#Bridger,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Bridger,#Major,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Bridger,#Bridger,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Aimer,#Major,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Aimer,#Bridger,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Crawler,#Major,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Crawler,#Bridger,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Croucher,#Major,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Croucher,#Bridger,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Looker,#Major,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Looker,#Bridger,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Medic,#Major,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Medic,#Bridger,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Nogun,#Major,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Nogun,#Bridger,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Nostand,#Major,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#Nostand,#Bridger,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#StanderG,#Major,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#StanderG,#Bridger,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#StanderY,#Major,NA,NA,en-en,TRUE,novel,6
1,2,14,127,1,26,#Thisbe,#StanderY,#Bridger,NA,NA,en-en,TRUE,novel,6
1,2,15,127,2,26,#Thisbe,#Thisbe,NA,NA,NA,en-en,TRUE,novel,4
1,2,15,127,2,26,#Thisbe,#Carlyle,NA,NA,NA,en-en,TRUE,novel,4
1,2,15,127,3,26,#Thisbe,#Carlyle,#Major,NA,NA,en-en,TRUE,novel,38
1,2,15,127,3,26,#Thisbe,#Carlyle,#Bridger,NA,NA,en-en,TRUE,novel,38
1,2,15,128,1,26,#Mycroft,#Carlyle,NA,#Conclave,NA,en-en,TRUE,novel,7
1,2,15,129,1,26,#Thisbe,#Mycroft,NA,NA,NA,en-en,TRUE,novel,1
1,2,15,129,2,26,#Thisbe,#Carlyle,NA,NA,NA,en-en,TRUE,novel,6
1,2,15,130,1,26,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,2
1,2,15,131,1,26,#Thisbe,#Carlyle,NA,NA,NA,en-en,TRUE,novel,10
1,2,15,132,1,26,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,17
1,2,15,133,1,26,#Thisbe,#Carlyle,#Bridger,NA,NA,en-en,TRUE,novel,63
1,2,15,134,1,26,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,9
1,2,15,135,1,26,#Thisbe,#Carlyle,NA,NA,NA,en-en,TRUE,novel,2
1,2,15,135,2,26,#Thisbe,#Carlyle,#Bridger,NA,NA,en-en,TRUE,novel,20
1,2,15,136,1,26,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,4
1,2,15,137,1,26,#Thisbe,#Carlyle,NA,NA,NA,en-en,TRUE,novel,1
1,2,15,137,2,26,#Thisbe,#Carlyle,#Bridger,NA,NA,en-en,TRUE,novel,27
1,2,15,140,1,27,#Mycroft,#reader,#reader,NA,NA,en-en,FALSE,novel,153
1,2,15,140,2,27,#reader,#Mycroft,#Mycroft,NA,NA,en-ar,FALSE,novel,28
1,2,15,140,3,27,#Mycroft,#reader,#reader,NA,NA,en-en,FALSE,novel,61
1,2,15,141,1,27,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,6
1,2,15,142,1,27,#Thisbe,#Carlyle,NA,NA,NA,en-en,TRUE,novel,3
1,2,15,143,1,27,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,2
1,2,15,143,2,27,#Carlyle,#Thisbe,#Bridger,NA,NA,en-en,TRUE,novel,5
1,2,15,144,1,27,#Thisbe,#Carlyle,#Bridger,NA,NA,en-en,TRUE,novel,57
1,2,15,145,1,27,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,6
1,2,15,146,1,27,#Thisbe,#Carlyle,NA,NA,#FlowerTrench,en-en,TRUE,novel,5
1,2,15,146,2,27,#Thisbe,#Carlyle,NA,NA,NA,en-en,TRUE,novel,4
1,2,15,147,1,28,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,7
1,2,15,148,1,28,#Thisbe,#Carlyle,NA,NA,NA,en-en,TRUE,novel,1
1,2,15,149,1,28,#Mycroft,#Thisbe,#Cato,NA,NA,en-en,TRUE,novel,1
1,2,15,150,1,28,#Thisbe,#Mycroft,NA,NA,NA,en-en,TRUE,novel,1
1,2,15,150,2,28,#Thisbe,#Carlyle,#Cato,NA,NA,en-en,TRUE,novel,4
1,2,15,151,1,28,#Carlyle,#Thisbe,#Cato,NA,NA,en-en,TRUE,novel,3
1,2,15,151,2,28,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,14
1,2,15,152,1,28,#Thisbe,#Carlyle,#Cato,NA,#FlowerTrench,en-en,TRUE,novel,48
1,2,15,152,1,28,#Thisbe,#Carlyle,#Bridger,NA,#FlowerTrench,en-en,TRUE,novel,48
1,2,15,152,1,28,#Thisbe,#Carlyle,#Mycroft,NA,#FlowerTrench,en-en,TRUE,novel,48
1,2,15,153,1,28,#Carlyle,#Mycroft,#Mycroft,NA,NA,en-en,TRUE,novel,1
1,2,15,153,2,28,#Mycroft,#reader,#Carlyle,NA,NA,en-en,FALSE,novel,102
1,2,15,153,2,28,#Mycroft,#reader,#Thisbe,NA,NA,en-en,FALSE,novel,102
1,2,15,154,1,28,#Mycroft,#reader,#ThomasMore,#Servicers,NA,en-en,FALSE,novel,210
1,2,15,155,1,29,#Carlyle,#Mycroft,#Bridger,NA,NA,en-en,TRUE,novel,7
1,2,15,156,1,29,#Thisbe,#Carlyle,#Mycroft,NA,NA,en-en,TRUE,novel,37
1,2,15,156,1,29,#Thisbe,#Carlyle,#Bridger,NA,NA,en-en,TRUE,novel,37
1,2,15,157,1,29,#Carlyle,#Mycroft,#Mycroft,NA,NA,en-en,TRUE,novel,11
1,2,15,158,1,29,#Mycroft,#Carlyle,NA,NA,NA,en-en,TRUE,novel,3
1,2,15,159,1,29,#Carlyle,#Mycroft,#Bridger,NA,NA,en-en,TRUE,novel,5
1,2,15,160,1,29,#Mycroft,#Carlyle,NA,NA,NA,en-en,TRUE,novel,1
1,2,15,161,1,29,#Carlyle,#Thisbe,#Thisbe,NA,NA,en-en,TRUE,novel,9
1,2,15,162,1,29,#Thisbe,#Carlyle,NA,NA,NA,en-en,TRUE,novel,1
1,2,15,163,1,29,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,19
1,2,15,163,1,29,#Carlyle,#Mycroft,NA,NA,NA,en-en,TRUE,novel,19
1,2,15,164,1,29,#Thisbe,#Carlyle,NA,NA,NA,en-en,TRUE,novel,3
1,2,15,165,1,29,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,14
1,2,15,166,1,29,#Thisbe,#Carlyle,NA,NA,NA,en-en,TRUE,novel,4
1,2,15,167,1,29,#Carlyle,#Thisbe,NA,NA,NA,en-en,TRUE,novel,1
1,2,15,167,2,29,#Carlyle,#Mycroft,#Mycroft,NA,NA,en-en,TRUE,novel,20
